% Model,modes.mph
% Version,COMSOL 5.2.0.220
% Date,"Apr 14 2016, 13:27"
% Table,Table 1 - Global Evaluation 1 (rp)
% w_RR1,w_slab,lambda,real(rp) (1)
0.21,0.07000000000000002,9.641169750870854E-10-4102310.665495104i,-0.6334723833378931
0.21,0.08000000000000002,-0.001827589674311375-3986332.4090850735i,-14.175437850012884
0.21,0.08000000000000002,-0.004442139381979619-3993993.912810305i,-7.602053529718402
0.21,0.08000000000000002,-4092902.2580289515i,0.7868755652206313
0.21,0.08000000000000002,-4122847.081529895i,-1.2713164658226743
0.21,0.09000000000000002,2.91881648847913E-4-3986479.401515331i,-8.160633088748492
0.21,0.09000000000000002,-1.8112348082552213E-4-3994515.743558446i,-6.024624080520132
0.21,0.09000000000000002,-4095847.5843261303i,0.6028799925552071
0.21,0.09000000000000002,-6.539140327188372E-10-4153840.2670599003i,-1.6613382695242822
0.21,0.10000000000000002,9.321195932327511E-4-3986668.650782827i,-5.908976195231582
0.21,0.10000000000000002,-0.0011253369620851934-3995098.897150243i,-5.197474921165127
0.21,0.10000000000000002,9.398196697352184E-10-4098462.577711629i,0.5181952180446627
0.21,0.10000000000000002,-4197282.467765439i,-1.934918687322581
0.21,0.11000000000000001,0.0013854411926425656-3986916.222457107i,-4.748653498755592
0.21,0.11000000000000001,6.303406083539076E-4-3995742.0425966694i,-4.726560698519491
0.21,0.11000000000000001,9.811273407446299E-10-4101011.5666448046i,0.4667520504361671
0.21,0.11000000000000001,-4256809.304183025i,-2.150148564937577
0.21,0.12000000000000002,-0.002303674914834781-3987235.3708635923i,-4.073565226546717
0.21,0.12000000000000002,8.255376713801266E-4-3996422.5396193564i,-4.418317608607486
0.21,0.12000000000000002,-4103275.1706818095i,0.43073708231559277
0.21,0.12000000000000002,-4335450.98620268i,-2.332078989283702
0.21,0.13,0.0030200537673065386-3987649.9070770377i,-3.6409860756184496
0.21,0.13,7.790549972448814E-5-3997177.344622806i,-4.334194829679413
0.21,0.13,-4105757.1479354263i,0.40204826521491804
0.21,0.13,-4438152.070405243i,-2.5008310786519
0.21,0.14,-0.007049964097358749-3988179.6773213167i,-3.3660859408797696
0.21,0.14,2.37778043239284E-4-3997983.274787609i,-4.274147614950359
0.21,0.14,-4108106.4912080513i,0.3791869910825254
0.21,0.14,-4568027.501378594i,-2.6551416120565294
0.21,0.15000000000000002,0.0032032035667987372-3988827.064778265i,-3.183831009745058
0.21,0.15000000000000002,-7.764248132510826E-6-3998868.3097763266i,-4.358477634128447
0.21,0.15000000000000002,-4110843.5641711117i,0.35931875404267244
0.21,0.15000000000000002,-4727103.178922191i,-2.806213735883255
0.21,0.16000000000000003,2.473645811301164E-4-3989556.1930444143i,-3.0806229431328456
0.21,0.16000000000000003,-0.0010372171684513872-3999870.4092408735i,-4.466749247666881
0.21,0.16000000000000003,5.600511438987052E-10-4113892.973690216i,0.34216953684181767
0.21,0.16000000000000003,-4913280.234621434i,-2.9518913519852776
0.21,0.17,-8.0990095732486E-4-3990349.6673758957i,-3.022337993100258
0.21,0.17,-9.942970831379356E-5-4000820.05740553i,-4.620140478077125
0.21,0.17,1.1151340245606576E-9-4116342.4689682606i,0.327316558946671
0.21,0.17,-5116494.071726697i,-3.093794533796876
0.21,0.18000000000000002,0.0019088627281831807-3991177.621759735i,-3.002682741322626
0.21,0.18000000000000002,-6.465179952747722E-4-4001789.99573468i,-4.840214129696645
0.21,0.18000000000000002,-4118757.0305041657i,0.3132162735205554
0.21,0.18000000000000002,-5331264.98722904i,-3.2442273872983756
0.21,0.19000000000000003,-0.006442677215376419-3992000.624647485i,-2.9954356977608225
0.21,0.19000000000000003,-6.768698476685601E-4-4002776.4698596327i,-5.1330686298550035
0.21,0.19000000000000003,-4121222.212304675i,0.3009844846779799
0.21,0.19000000000000003,-5548162.394131888i,-3.3878207847812325
0.21,0.2,0.0029886476054861114-3992831.0778232017i,-3.0110744724201255
0.21,0.2,1.4090315220281787E-4-4003664.5394783625i,-5.410089077232085
0.21,0.2,-4122903.1492673834i,0.2901954661085797
0.21,0.2,-5756972.900805158i,-3.5309556966962945
0.21,0.21000000000000002,1.3859817071766592E-4-3993612.1395823583i,-3.0185513984017467
0.21,0.21000000000000002,-4.2529499179760785E-5-4004689.4316200423i,-5.942388282323024
0.21,0.21000000000000002,-4125338.551265933i,0.2796910918607824
0.21,0.21000000000000002,-5961144.811001921i,-3.675934663281946
0.21,0.22000000000000003,-0.002473266912653193-3994380.763756967i,-3.0409116985735913
0.21,0.22000000000000003,0.0015116602956933617-4005777.1174117755i,-6.640907204258559
0.21,0.22000000000000003,-4127939.4268489527i,0.26999176600204855
0.21,0.22000000000000003,-6153586.599846714i,-3.8217658847930784
0.21,0.23,3.129438124899908E-4-3995139.049829475i,-3.060655159129029
0.21,0.23,1.1915193262785739E-4-4006939.3172567044i,-7.817905293249129
0.21,0.23,-4130840.1818628004i,0.26063351729823125
0.21,0.23,-6336089.031792795i,-3.970687318225187
0.21,0.24000000000000002,-2.0012363499228162E-4-3995869.1416253336i,-3.091461624069523
0.21,0.24000000000000002,-2.20651476541759E-5-4008147.0341836214i,-9.666641825926831
0.21,0.24000000000000002,-4133432.109955066i,0.25186955355468366
0.21,0.24000000000000002,-6500801.333013975i,-4.1225657481659495
0.21,0.25,-0.001079645832239236-3984102.1808989914i,-1.399278815614746
0.21,0.25,-8.484440525815076E-5-3996582.737134603i,-3.129445516177659
0.21,0.25,1.8054304817557355E-4-4009447.971554764i,-13.248140855556056
0.21,0.25,-4136014.098730705i,0.243616662029393
0.21,0.26,2.9734370080726876E-4-3984203.4700988396i,-1.3497996475685146
0.21,0.26,-3.4836716488413124E-5-3997287.1953467513i,-3.1725051111409246
0.21,0.26,1.965608388296374E-5-4011035.8079714105i,-26.41603612182346
0.21,0.26,-7.137650915467389E-10-4139067.145054618i,0.2355368502073583
0.21,0.27,0.0010622629841843222-3984294.930151221i,-1.3037193751419556
0.21,0.27,9.729528630348359E-5-3997978.4817732973i,-3.2223443419709508
0.21,0.27,-3.098510513249254E-5-4012672.250103834i,314.93425836829795
0.21,0.27,-4141829.1426336947i,0.22791301350391885
0.22,0.020000000000000018,-0.0018006665901042144-3986298.2229152094i,24.466850100317032
0.22,0.020000000000000018,0.0019108217728323214-3993901.6845960044i,-35.53016169044873
0.22,0.020000000000000018,-4104006.217680831i,-2.9203414889807095E-4
0.22,0.020000000000000018,-4104578.754482465i,3440.701357882697
0.22,0.03000000000000002,-3.441702870981238E-5-3986298.1269316813i,24.548597592851017
0.22,0.03000000000000002,-7.090642784513922E-4-3993891.1885621217i,-37.55877811798694
0.22,0.03000000000000002,-4103886.881658024i,-0.02243255211427525
0.22,0.03000000000000002,-8.626349780358114E-10-4104483.141251742i,44.59710422958338
0.22,0.04000000000000002,2.75928618293703E-4-3986297.8378638206i,24.778084832582124
0.22,0.04000000000000002,0.004854882507650582-3993882.2944561983i,-38.59245010694606
0.22,0.04000000000000002,-4103781.097028249i,0.02832204393843689
0.22,0.04000000000000002,-4104388.329781224i,-35.3046596204796
0.22,0.05000000000000002,-0.004420416386912575-3986297.7252282943i,24.457319708086402
0.22,0.05000000000000002,3.565628356358853E-4-3993876.567488411i,-39.579785647200154
0.22,0.05000000000000002,-4103710.4226601943i,-0.0940552120926099
0.22,0.05000000000000002,1.782173828796714E-9-4104333.0960302637i,10.634970475323575
0.22,0.06000000000000002,-0.0011477405118884164-3986297.214955396i,24.604986082385864
0.22,0.06000000000000002,-1.950040163859816E-4-3993871.59334262i,-39.39894147053485
0.22,0.06000000000000002,-4103641.434736075i,-0.04554726966543762
0.22,0.06000000000000002,6.795203978088064E-10-4104253.458084942i,21.963238433691412
0.22,0.07000000000000002,-6.377018663973295E-4-3986301.160674733i,24.353439329980727
0.22,0.07000000000000002,3.733319271036732E-4-3993929.4764995505i,-30.661667331538535
0.22,0.07000000000000002,-2.982221574252839E-9-4104441.298153084i,0.07997063892281278
0.22,0.07000000000000002,-4105002.73001501i,-12.508951147388792
0.22,0.08000000000000002,-1.5276817690275643E-4-3986416.5762155103i,-53.343860598107106
0.22,0.08000000000000002,-3.758509928134224E-4-3994312.3991967863i,-12.198274571388035
0.22,0.08000000000000002,1.0406187378971384E-9-4105793.8948023976i,0.44535119251431465
0.22,0.08000000000000002,1.0855005694738293E-9-4128345.513465782i,-2.2487075851126552
0.22,0.09000000000000002,-0.0020178963424548365-3986573.5011964864i,-13.45027486311311
0.22,0.09000000000000002,-0.004542641301201025-3994829.646821323i,-7.8706293093164525
0.22,0.09000000000000002,-4108098.127088487i,0.4265219229554545
0.22,0.09000000000000002,4.711951633778882E-10-4162368.2048885683i,-2.350782593317038
0.22,0.10000000000000002,0.0028877469291331225-3986778.14330128i,-7.9612707117503145
0.22,0.10000000000000002,0.0011029330201689576-3995404.9949502223i,-6.111018865086156
0.22,0.10000000000000002,4.887351837975381E-10-4110370.357576187i,0.4078039315813467
0.22,0.10000000000000002,-4209313.142343051i,-2.4611967850439895
0.22,0.11000000000000001,-1.7215443493959244E-4-3987044.8116379958i,-5.847450567222099
0.22,0.11000000000000001,0.0026230585414348086-3996047.0887663863i,-5.338621949538443
0.22,0.11000000000000001,-6.140764964925451E-10-4112834.238750115i,0.38912971050139517
0.22,0.11000000000000001,-4272799.043974785i,-2.581538190284798
0.22,0.12000000000000002,-3.685043384111525E-5-3987399.7819965086i,-4.754549164526813
0.22,0.12000000000000002,7.311121584779042E-4-3996777.633351352i,-4.845248875674208
0.22,0.12000000000000002,-1.0435772124131501E-9-4115526.024279989i,0.37279650028483935
0.22,0.12000000000000002,-9.071288705429266E-10-4358162.300528008i,-2.69714872459368
0.22,0.13,0.0010011423750778663-3987855.2569755875i,-4.125180706438016
0.22,0.13,-1.9279993139545057E-4-3997520.7630030843i,-4.513498851265978
0.22,0.13,-4117632.7957487255i,0.35843032117550455
0.22,0.13,-4467166.637547266i,-2.8089662091065692
0.22,0.14,0.009167181285894029-3988434.500939341i,-3.73535940822571
0.22,0.14,0.0030300195917175705-3998333.278102248i,-4.437298035325937
0.22,0.14,-4120142.3894227175i,0.34420748150587055
0.22,0.14,-4603951.016477275i,-2.9299640248309533
0.22,0.15000000000000002,-0.005533767890502801-3989137.601561252i,-3.495608413578651
0.22,0.15000000000000002,-1.0527147321322135E-4-3999231.9117778107i,-4.423555334998805
0.22,0.15000000000000002,5.433563626862228E-10-4122857.533596093i,0.3314662912165083
0.22,0.15000000000000002,-4770508.85714164i,-3.0494292540848336
0.22,0.16000000000000003,0.003799966356999669-3989933.9440752952i,-3.3517240342957497
0.22,0.16000000000000003,-2.1723087411557702E-4-4000161.5507269283i,-4.468210384846944
0.22,0.16000000000000003,-4125449.4497925676i,0.319897793856073
0.22,0.16000000000000003,-4962987.7081734305i,-3.1686041013394863
0.22,0.17,7.050607055591184E-4-3990781.5816262593i,-3.2705217529516584
0.22,0.17,-9.671274064653254E-5-4001154.7291112253i,-4.575656959647236
0.22,0.17,3.077555558564078E-9-4128259.6621415284i,0.30916876238921887
0.22,0.17,-7.566224742601344E-10-5175468.871617786i,-3.289310667717085
0.22,0.18000000000000002,0.00796731039579703-3991604.8072913424i,-3.231860260734224
0.22,0.18000000000000002,4.032342810266848E-4-4002238.361059299i,-4.738842852952048
0.22,0.18000000000000002,-4131032.9863988673i,0.29925698971016235
0.22,0.18000000000000002,-5395662.920192778i,-3.410518695520223
0.22,0.19000000000000003,0.0024942384878411544-3992452.0754754534i,-3.223046962955555
0.22,0.19000000000000003,-3.433715168356643E-4-4003250.927156633i,-4.978511457539812
0.22,0.19000000000000003,1.44338478737034E-9-4133511.50992356i,0.28922189453263736
0.22,0.19000000000000003,-5616062.372779181i,-3.5465113801081856
0.22,0.2,8.301640016311145E-4-3993272.5272438237i,-3.2250581456283336
0.22,0.2,-2.2815505757286015E-4-4004364.8795347093i,-5.286461304168147
0.22,0.2,-4136055.6229369882i,0.2804374004165488
0.22,0.2,-5832986.61514352i,-3.674832669122013
0.22,0.21000000000000002,0.032903276614792226-3994083.0508711464i,-3.2517921294164984
0.22,0.21000000000000002,0.0010918766500989888-4005329.0150297238i,-5.551527568268006
0.22,0.21000000000000002,-1.2408675017467349E-9-4137640.4229473555i,0.27248601427227814
0.22,0.21000000000000002,2.4213273587163557E-9-6034179.017144222i,-3.8064589963076028
0.22,0.22000000000000003,-0.00296292966800948-3994854.1132238386i,-3.261789969357202
0.22,0.22000000000000003,1.2258453932091976E-4-4006505.0231086337i,-6.173029513562809
0.22,0.22000000000000003,-5.295631739533285E-10-4140124.0727038803i,0.2645028916034394
0.22,0.22000000000000003,-6227747.8049143525i,-3.938067136339953
0.22,0.23,-0.0015059185785998683-3995602.54728378i,-3.287379898521994
0.22,0.23,-8.037001491121532E-5-4007773.2063555694i,-7.02745884360283
0.22,0.23,-1.4879386845735464E-9-4142696.9060511505i,0.2568343313950807
0.22,0.23,-6406688.757740778i,-4.07476830442637
0.22,0.24000000000000002,1.434758518778957E-4-3984027.541043754i,-1.411746464574858
0.22,0.24000000000000002,-5.477419444269723E-6-3996337.5299922447i,-3.3095956439571608
0.22,0.24000000000000002,7.665406277801402E-7-4009169.184586709i,-8.571334165809725
0.22,0.24000000000000002,-4145725.9211434126i,0.24934547575550714
0.22,0.25,0.0010953436838238716-3984139.1354024843i,-1.3604052218176172
0.22,0.25,-9.486100015266934E-4-3997046.2715325425i,-3.3475934670049385
0.22,0.25,-2.9597359435969687E-4-4010687.5463913563i,-11.220948591022255
0.22,0.25,-4148399.510588113i,0.24227791940109658
0.22,0.26,-3.4659569401789256E-6-3984236.142128676i,-1.3121830995500534
0.22,0.26,-2.1214841705680503E-4-3997729.6537929345i,-3.391167641879728
0.22,0.26,-1.0778484739062359E-5-4012349.763449881i,-17.541054885899687
0.22,0.26,-1.220093045475307E-9-4150996.4326174133i,0.23547538952019398
0.22,0.27,0.001142859376504854-3984324.8180227727i,-1.2607750867688932
0.22,0.27,3.697963699797219E-4-3998399.884796837i,-3.437036489929789
0.22,0.27,-7.15397647812186E-5-4014422.4777607066i,-75.56280313455449
0.22,0.27,6.954484940036936E-10-4154088.18942573i,0.22878147562426338
0.22999999999999998,0.020000000000000018,-8.089429593673989E-5-3986527.691654384i,28.714187827877595
0.22999999999999998,0.020000000000000018,0.0012203072635367342-3994724.5907269125i,-46.409757871988724
0.22999999999999998,0.020000000000000018,-4115825.10633337i,0.0010926392167032828
0.22999999999999998,0.020000000000000018,-5.153600426352976E-10-4143862.5204589227i,-909.1153888120156
0.22999999999999998,0.03000000000000002,1.592229679854733E-5-3986526.488878313i,28.410185056863185
0.22999999999999998,0.03000000000000002,-2.5347924122336624E-4-3994726.6663084566i,-41.912677250650766
0.22999999999999998,0.03000000000000002,-1.0618056272023991E-9-4115790.7595945206i,0.0013459964755315476
0.22999999999999998,0.03000000000000002,5.107342417661719E-10-4143799.1519609024i,-741.9362741737348
0.22999999999999998,0.04000000000000002,3.2834173973266695E-4-3986526.9231895623i,28.16641182151205
0.22999999999999998,0.04000000000000002,3.925438467421441E-5-3994716.473182942i,-45.196566485706136
0.22999999999999998,0.04000000000000002,-1.6432112096995421E-9-4115732.63916967i,-0.0023976968488604936
0.22999999999999998,0.04000000000000002,8.53052393364458E-10-4143704.7514162613i,418.55846752044897
0.22999999999999998,0.05000000000000002,8.038338745570824E-4-3986527.1239201897i,27.827062873922724
0.22999999999999998,0.05000000000000002,-0.0012125698879602662-3994723.2892707884i,-56.81930008231402
0.22999999999999998,0.05000000000000002,-1.2510095782037777E-9-4115792.5013971915i,-0.008115365653813659
0.22999999999999998,0.05000000000000002,5.063558052210712E-10-4143810.871711915i,123.58994476750354
0.22999999999999998,0.06000000000000002,-7.205009034577531E-5-3986527.0008168854i,27.81375344428281
0.22999999999999998,0.06000000000000002,-4.0277352506952674E-4-3994716.336220108i,-58.36526998969343
0.22999999999999998,0.06000000000000002,-1.2618683127608677E-9-4115714.881571172i,-0.00866294273087717
0.22999999999999998,0.06000000000000002,-1.3365752459514173E-9-4143722.998154658i,115.7815498686218
0.22999999999999998,0.07000000000000002,0.003250184130476138-3986526.3876702827i,28.014936072149695
0.22999999999999998,0.07000000000000002,-8.335211406881396E-4-3994700.2891628244i,-50.77830068879704
0.22999999999999998,0.07000000000000002,1.791575314496406E-9-4115545.920431995i,-0.00552857557403057
0.22999999999999998,0.07000000000000002,-1.124917165151649E-9-4143486.50379486i,181.46028600162995
0.22999999999999998,0.08000000000000002,0.0010703102943000974-3986531.198719732i,27.30631522197516
0.22999999999999998,0.08000000000000002,6.637918766069549E-4-3994800.9944521203i,-65.09317136577197
0.22999999999999998,0.08000000000000002,1.0968567955850468E-9-4116751.5298079057i,-0.0127604846719206
0.22999999999999998,0.08000000000000002,-5.317866724586598E-10-4145032.7469807253i,78.5073229438014
0.22999999999999998,0.09000000000000002,7.239747477822861E-4-3986693.5906092036i,-43.51863615830182
0.22999999999999998,0.09000000000000002,2.2247870725523956E-4-3995177.886975162i,-12.888243456132836
0.22999999999999998,0.09000000000000002,7.631399868451955E-10-4119812.2711361903i,0.20249446410180755
0.22999999999999998,0.09000000000000002,-4177586.9501986257i,-4.955035740004644
0.22999999999999998,0.10000000000000002,-2.4879000822281705E-4-3986917.7321824124i,-12.868870572701255
0.22999999999999998,0.10000000000000002,-5.597844391642489E-4-3995749.849553381i,-8.193034969682563
0.22999999999999998,0.10000000000000002,-9.575452680349707E-10-4122938.927540505i,0.269716850398699
0.22999999999999998,0.10000000000000002,-4227623.7372386055i,-3.72299969467397
0.22999999999999998,0.11000000000000001,-0.0021117778796739418-3987213.294039965i,-7.882682920713756
0.22999999999999998,0.11000000000000001,-0.0023698147608071526-3996393.0782304993i,-6.44116343167489
0.22999999999999998,0.11000000000000001,-4.965415454114092E-10-4125800.728751023i,0.2938135981491048
0.22999999999999998,0.11000000000000001,5.007849618135257E-10-4295883.818305513i,-3.4201575115182705
0.22999999999999998,0.12000000000000002,0.0011890898263986042-3987600.668825859i,-5.88104640228333
0.22999999999999998,0.12000000000000002,3.523851842838188E-4-3997094.16015415i,-5.506784394362254
0.22999999999999998,0.12000000000000002,-4128349.3371348446i,0.3028632239419935
0.22999999999999998,0.12000000000000002,-4386270.871373013i,-3.320889549794887
0.22999999999999998,0.13,0.003594295406502992-3988112.5955116153i,-4.8515318587040195
0.22999999999999998,0.13,0.001262469256013758-3997889.3420572327i,-5.016008651114237
0.22999999999999998,0.13,-4131233.4279312105i,0.30417426612960985
0.22999999999999998,0.13,-4504082.658557695i,-3.3105896242201838
0.22999999999999998,0.14,0.0024178103268419696-3988749.381699956i,-4.278583080278552
0.22999999999999998,0.14,-4.4882457330524937E-4-3998718.912763211i,-4.701768171239191
0.22999999999999998,0.14,5.270255915681642E-10-4133726.7928029364i,0.30183102978186815
0.22999999999999998,0.14,-4649339.870517284i,-3.343338702286505
0.22999999999999998,0.15000000000000002,0.014503826302955415-3989511.941816242i,-3.935878388806076
0.22999999999999998,0.15000000000000002,-5.170477585553504E-4-3999579.904626935i,-4.557957786175097
0.22999999999999998,0.15000000000000002,-4136141.2101584417i,0.29756596028435156
0.22999999999999998,0.15000000000000002,-4823633.309710218i,-3.4000591340483
0.22999999999999998,0.16000000000000003,0.0024683844458971895-3990349.6824588324i,-3.7386322876359
0.22999999999999998,0.16000000000000003,7.057984532024706E-4-4000522.2179337475i,-4.512931294322118
0.22999999999999998,0.16000000000000003,-8.75892168381797E-10-4138747.2940198416i,0.29201465518483594
0.22999999999999998,0.16000000000000003,-5023442.140931609i,-3.476879320460811
0.22999999999999998,0.17,0.005878431034974491-3991233.269950014i,-3.629549835562403
0.22999999999999998,0.17,-2.6015864359282506E-4-4001525.6110497387i,-4.508147605498204
0.22999999999999998,0.17,1.2296930800113049E-9-4141439.1873710947i,0.28632510561190777
0.22999999999999998,0.17,-5241306.947034408i,-3.5612129651298905
0.22999999999999998,0.18000000000000002,-2.331742431265262E-4-3992098.5808531074i,-3.548778078135602
0.22999999999999998,0.18000000000000002,-7.197756984069225E-4-4002708.965411633i,-4.6668466698036735
0.22999999999999998,0.18000000000000002,3.1813484482396897E-9-4144813.3003677675i,0.2803662676894817
0.22999999999999998,0.18000000000000002,-5471997.249430117i,-3.651444811453403
0.22999999999999998,0.19000000000000003,4.787049291059188E-4-3992952.156155136i,-3.5151067097389714
0.22999999999999998,0.19000000000000003,-1.2260655557865606E-4-4003808.5021234266i,-4.838812717988988
0.22999999999999998,0.19000000000000003,-4147509.604928639i,0.2740997702775392
0.22999999999999998,0.19000000000000003,-5698710.630776891i,-3.754139889261067
0.22999999999999998,0.2,-0.0019058458965229546-3993776.2612567865i,-3.5055298484111046
0.22999999999999998,0.2,2.067959012775697E-4-4004954.9399341494i,-5.057921604824228
0.22999999999999998,0.2,-7.033940252513332E-10-4150051.230702509i,0.2680197188095215
0.22999999999999998,0.2,-5916897.523791723i,-3.8615902937961692
0.22999999999999998,0.21000000000000002,-1.471939028555119E-5-3994575.8385843695i,-3.5091788167942375
0.22999999999999998,0.21000000000000002,1.5328410871162708E-5-4006172.735185366i,-5.361099826752552
0.22999999999999998,0.21000000000000002,5.243869690601148E-10-4152606.8067625538i,0.2621293008203963
0.22999999999999998,0.21000000000000002,-6123947.546650606i,-3.9717294493628823
0.22999999999999998,0.22000000000000003,0.001869547080489708-3995369.6545370254i,-3.5518677850564253
0.22999999999999998,0.22000000000000003,-7.007336256711585E-4-4007304.4955281117i,-5.59862164812707
0.22999999999999998,0.22000000000000003,-6.926913118253463E-10-4154226.0643354584i,0.25610959253418986
0.22999999999999998,0.22000000000000003,1.0498593304220663E-9-6310732.566480606i,-4.098359961733463
0.22999999999999998,0.23,-0.004918103581556611-3996111.239020854i,-3.5696451313259243
0.22999999999999998,0.23,-0.0010124490001026589-4008707.26017661i,-6.209536123348151
0.22999999999999998,0.23,-4156709.398852324i,0.25016000366304086
0.22999999999999998,0.23,-6489447.9177405285i,-4.222191369991358
0.22999999999999998,0.24000000000000002,-0.002226468720387881-3984067.8623843547i,-1.387607750485145
0.22999999999999998,0.24000000000000002,-4.960110019665175E-4-3996826.4217616343i,-3.5951837532990103
0.22999999999999998,0.24000000000000002,-3.0405111060501934E-4-4010246.246580764i,-7.092123649703587
0.22999999999999998,0.24000000000000002,-4159258.3968830816i,0.24452015286290618
0.22999999999999998,0.25,-0.001567374859586003-3984175.111200531i,-1.3288151938421942
0.22999999999999998,0.25,-1.7621783646872797E-4-3997521.6312860446i,-3.6101085556615824
0.22999999999999998,0.25,-7.461463955548397E-6-4012013.9286684017i,-9.095419039152887
0.22999999999999998,0.25,-4162302.363713487i,0.238367148261625
0.22999999999999998,0.26,4.848323238865916E-5-3984270.4345990694i,-1.2744359707690207
0.22999999999999998,0.26,2.3354554053865362E-4-3998192.9856212377i,-3.64384239831567
0.22999999999999998,0.26,-2.6786210000713206E-6-4013972.9629004244i,-12.598643749357295
0.22999999999999998,0.26,-4165064.995776002i,0.2328397063531089
0.22999999999999998,0.27,-0.002159765101223986-3984354.321245734i,-1.2253958887300822
0.22999999999999998,0.27,3.615154092652714E-4-3998831.303245322i,-3.686277603555442
0.22999999999999998,0.27,-8.670041058584313E-6-4016164.1957816323i,-23.003828541163898
0.22999999999999998,0.27,8.461178598347627E-10-4167626.839339687i,0.22740532401308397
0.24,0.020000000000000018,0.004085637618778087-3986855.61135923i,33.074234052773036
0.24,0.020000000000000018,-0.0016361916260341932-3995654.2363704117i,-38.38689302649735
0.24,0.020000000000000018,-4129363.9968599393i,0.0011707715030161892
0.24,0.020000000000000018,-4205985.251560238i,-858.6843345268488
0.24,0.03000000000000002,6.976836373572936E-6-3986853.7950535826i,34.146431578937474
0.24,0.03000000000000002,0.002771626331644705-3995646.2473481693i,-44.129898650881806
0.24,0.03000000000000002,5.527204121491991E-10-4129227.541426099i,0.0024541525732527983
0.24,0.03000000000000002,-4205784.4475391675i,-407.45972921445156
0.24,0.04000000000000002,0.005108428029871088-3986851.6658802093i,33.3436949062186
0.24,0.04000000000000002,-0.005914533056094823-3995642.242503583i,-58.79079910152817
0.24,0.04000000000000002,-1.5365101267042271E-9-4129108.0526171406i,-0.001809161363231724
0.24,0.04000000000000002,-4205638.138440879i,554.7263555858983
0.24,0.05000000000000002,-6.537874036245159E-4-3986851.9871801i,33.09990046139412
0.24,0.05000000000000002,0.0017164106518811387-3995627.0080475793i,-60.07453705316973
0.24,0.05000000000000002,8.279167359942576E-10-4129031.18317568i,-0.002814589415173017
0.24,0.05000000000000002,-4205379.813464242i,356.2042344212357
0.24,0.06000000000000002,-0.0033509467005458943-3986852.0336128543i,32.9415897087487
0.24,0.06000000000000002,-3.483495378379732E-4-3995626.4035549765i,-68.89826348873008
0.24,0.06000000000000002,-7.517346981667747E-10-4128998.674334942i,-0.004086011100714446
0.24,0.06000000000000002,-4205400.5259124i,245.39141653813533
0.24,0.07000000000000002,0.002905310982270048-3986851.34989681i,33.29357594008678
0.24,0.07000000000000002,0.006601347112651611-3995600.16650136i,-54.60848395313778
0.24,0.07000000000000002,-6.388931107752064E-10-4128725.2879238687i,-0.0017408608439786358
0.24,0.07000000000000002,-5.956512669547184E-10-4204960.060564468i,576.4363580336415
0.24,0.08000000000000002,-8.794867074471051E-5-3986851.256274324i,33.18976869192166
0.24,0.08000000000000002,-0.0019424028602042676-3995600.610891736i,-59.3082957619127
0.24,0.08000000000000002,9.176807087677605E-10-4128731.91173465i,-0.002606310346847786
0.24,0.08000000000000002,8.646781144676402E-10-4204962.179428816i,384.9200093396351
0.24,0.09000000000000002,2.40590012799702E-4-3986856.1871266556i,33.83525487025899
0.24,0.09000000000000002,-3.208191788965927E-4-3995695.4891478205i,-38.286483866236914
0.24,0.09000000000000002,-4129948.4898566026i,0.0034930601690277025
0.24,0.09000000000000002,7.916373061613657E-10-4206618.838680058i,-286.89474112101993
0.24,0.10000000000000002,0.008701186694191633-3987096.470753578i,-37.03291552627386
0.24,0.10000000000000002,0.001990541947682697-3996124.5455561094i,-13.643585744163104
0.24,0.10000000000000002,-4134204.6863904865i,0.12523987168012282
0.24,0.10000000000000002,-4255968.549337789i,-8.017189838741983
0.24,0.11000000000000001,0.0029672194860626265-3987426.11583849i,-12.54496446778197
0.24,0.11000000000000001,-2.416164489035829E-4-3996751.2097428245i,-8.593467113935114
0.24,0.11000000000000001,-1.3038815169726352E-9-4138350.948428761i,0.19049721346388315
0.24,0.11000000000000001,-4328432.392371504i,-5.272715312845838
0.24,0.12000000000000002,7.442028019718855E-5-3987863.6681713182i,-7.940354655189846
0.24,0.12000000000000002,5.712409354886306E-7-3997458.123101028i,-6.685091807757818
0.24,0.12000000000000002,-1.136053484166142E-9-4141942.3520621783i,0.22445165363539826
0.24,0.12000000000000002,-4425328.464049581i,-4.478133963670922
0.24,0.13,-0.0033864038769639416-3988427.625853061i,-6.06590718564601
0.24,0.13,0.001606562038363316-3998221.634140132i,-5.71562273876228
0.24,0.13,-4145027.747337128i,0.24301268446051266
0.24,0.13,-4549625.779557788i,-4.141228759040069
0.24,0.14,8.350029133178255E-4-3989134.577896087i,-5.11905542612702
0.24,0.14,0.005657821028501217-3999078.105629854i,-5.12812312185613
0.24,0.14,5.134554371859842E-10-4148177.026033687i,0.25302475348193204
0.24,0.14,-4704820.855625228i,-3.985151191192557
0.24,0.15000000000000002,-0.0042298619510124195-3989957.0303798006i,-4.612918412076412
0.24,0.15000000000000002,-0.0010456288831406184-3999997.0963072847i,-4.75281094890524
0.24,0.15000000000000002,-5.12875750633835E-10-4151147.653227358i,0.257516693343216
0.24,0.15000000000000002,-4888792.18610647i,-3.928284663654238
0.24,0.16000000000000003,-0.010034454912594854-3990837.638574064i,-4.29807242931659
0.24,0.16000000000000003,-0.0026497848567965778-4000911.216430935i,-4.623723656861894
